"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR4783494","WGS","PRJNA338184","https://www.ncbi.nlm.nih.gov/biosample/SAMN05545087","0.9","2014-06-04","0.11","USA","[39.28846263,-76.62594594]","human gut metagenome"
"ERR11010910","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820449","0.91","NP","0.12","NP","NP","unidentified"
"SRR15633979","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967569","0.97","2020-05-12","0.54","China","[23.6,113.15]","gut metagenome"
"SRR7532976","WGS","PRJNA477424","https://www.ncbi.nlm.nih.gov/biosample/SAMN09641570","0.91","2016-08-15","0.15","China","""not applicable""","gut metagenome"
"SRR4783570","WGS","PRJNA338184","https://www.ncbi.nlm.nih.gov/biosample/SAMN05545087","0.91","2014-06-04","0.13","USA","[39.28846263,-76.62594594]","human gut metagenome"
"SRR11088466","WGS","PRJNA524094","https://www.ncbi.nlm.nih.gov/biosample/SAMN14069966","0.9","2018-08-07","0.11","Germany","[54.114384,13.431106]","wastewater metagenome"
"ERR1600741","WGS","PRJEB15179","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4385599","0.9","NP","0.11","China","NP","metagenome"
"ERR11172831","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821663","0.9","NP","0.11","NP","NP","unidentified"
"ERR11172709","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821561","0.91","NP","0.13","NP","NP","unidentified"
"ERR11172819","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821646","0.92","NP","0.17","NP","NP","unidentified"
"SRR20314049","OTHER","PRJNA857191","https://www.ncbi.nlm.nih.gov/biosample/SAMN29621036","0.91","2021-08-01","0.14","uncalculated","""missing""","food metagenome"
"SRR14099263","POOLCLONE","PRJNA680829","https://www.ncbi.nlm.nih.gov/biosample/SAMN16925175","0.9","NP","0.1","uncalculated","""missing""","human gut metagenome"
"SRR6037135","WGS","PRJNA404022","https://www.ncbi.nlm.nih.gov/biosample/SAMN07628423","0.9","NP","0.11","USA","[33.95,-83.38]","food metagenome"
"ERR953406","WGS","PRJEB4647","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3475197","0.92","NP","0.16","NP","NP","metagenome"
"ERR3310259","WGS","PRJEB32444","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5594495","0.97","NP","0.58","South Korea","NP","metagenome"
"SRR6231191","WGS","PRJNA415974","https://www.ncbi.nlm.nih.gov/biosample/SAMN07839316","0.91","2016-07-28","0.13","USA","[35.335441,-80.697568]","wastewater metagenome"
"SRR17286680","WGS","PRJNA787952","https://www.ncbi.nlm.nih.gov/biosample/SAMN24247936","0.99","NP","0.79","USA","[42.337483,-71.105512]","human gut metagenome"
"SRR15633975","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967528","0.93","2020-05-12","0.21","China","[23.6,113.15]","gut metagenome"
"SRR17032129","WGS","PRJNA782606","https://www.ncbi.nlm.nih.gov/biosample/SAMN23389944","0.91","NP","0.13","Bangladesh","""not applicable""","human gut metagenome"
"SRR8289129","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.93","NP","0.22","USA","NP","blood metagenome"
"ERR2597522","WGS","PRJEB26961","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4689036","0.93","2015-08-04","0.21","Denmark","NP","gut metagenome"
"ERR4291155","WGS","PRJEB39023","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7013972","0.9","2010-12-01","0.1","USA","NP","human gut metagenome"
"ERR6747898","OTHER","PRJEB47358","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9943798","0.91","NP","0.13","Ecuador","NP","metagenome"
"ERR4332582","WGS","PRJEB36898","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7051345","0.91","2018-05-01","0.12","Denmark","NP","Homo sapiens"
"ERR11042418","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820840","0.99","NP","0.78","NP","NP","unidentified"
"SRR490147","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00862367","0.9","NP","0.1","NP","NP","soil metagenome"
"SRR10691998","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246206","0.9","2017-01-30","0.12","China","[25.02,102.41]","human gut metagenome"
"ERR10115265","WGS","PRJEB55462","https://www.ncbi.nlm.nih.gov/biosample/SAMEA110669400","0.9","NP","0.11","Hong Kong","NP","human gut metagenome"
"SRR2251577","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02333981","0.92","NP","0.19","NP","NP","gut metagenome"
"SRR8942430","WGS","PRJNA322188","https://www.ncbi.nlm.nih.gov/biosample/SAMN05525454","0.9","NP","0.11","USA","[29.77152983,-95.22124444]","human metagenome"
"SRR2194590","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02333981","0.93","NP","0.21","NP","NP","gut metagenome"
"SRR16894775","WGS","PRJNA779106","https://www.ncbi.nlm.nih.gov/biosample/SAMN23012395","0.95","2019-08-20","0.33","China","[40.51,110.219]","feces metagenome"
"ERR3363695","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700179","1","2017-09-01","0.98","United Kingdom","NP","human metagenome"
"ERR4678672","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426372","0.9","2018-11-18","0.12","Denmark","NP","wastewater metagenome"
"ERR4682397","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428304","0.91","2017-12-01","0.13","Mauritius","NP","wastewater metagenome"
"SRR15532680","WGS","PRJNA756367","https://www.ncbi.nlm.nih.gov/biosample/SAMN20864071","0.9","2013-10-30","0.11","USA","[41.3778,-82.5108]","wetland metagenome"
"SRR21374463","WGS","PRJNA875025","https://www.ncbi.nlm.nih.gov/biosample/SAMN30613649","0.9","2020-09-08","0.12","USA","""40 N 105.3 W""","wastewater metagenome"
"SRR17818319","WGS","PRJNA801794","https://www.ncbi.nlm.nih.gov/biosample/SAMN03084286","0.9","2012-08-16","0.12","USA","[24.569,-81.797]","wastewater metagenome"
"ERR10298317","WGS","PRJEB49383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11127210","0.9","NP","0.11","United Kingdom","NP","clinical metagenome"
"ERR929722","WGS","PRJEB9488","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3469216","0.93","2012-11-23","0.23","USA","NP","mouse gut metagenome"
"SRR24951336","WGS","PRJNA982679","https://www.ncbi.nlm.nih.gov/biosample/SAMN35711821","0.96","2022-02-17","0.41","Switzerland","[47.4939143,7.5216874]","Campylobacter jejuni"
"SRR7533082","WGS","PRJNA477424","https://www.ncbi.nlm.nih.gov/biosample/SAMN09641610","0.9","2016-08-21","0.12","China","""not applicable""","gut metagenome"
"ERR3211536","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414181","0.92","2016-08-15","0.16","Denmark","NP","wastewater metagenome"
"ERR11172708","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821562","0.92","NP","0.16","NP","NP","unidentified"
"ERR11042121","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821101","0.92","NP","0.19","NP","NP","unidentified"
"ERR3079352","WGS","PRJEB30892","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5230232","1","NP","0.97","Denmark","NP","synthetic metagenome"
"SRR19019133","WGS","PRJNA833667","https://www.ncbi.nlm.nih.gov/biosample/SAMN28014207","0.92","2019-07-01","0.17","China","[40.56,112.76]","soil metagenome"
"SRR13060958","WGS","PRJNA678426","https://www.ncbi.nlm.nih.gov/biosample/SAMN16796233","0.9","NP","0.1","South Korea","[37.56,126.94]","human gut metagenome"
"SRR18653135","WGS","PRJNA823908","https://www.ncbi.nlm.nih.gov/biosample/SAMN27365854","0.9","2015-09-10","0.12","China","[36.155,120.33]","seawater metagenome"
"ERR10789807","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417420","0.91","NP","0.15","NP","NP","unidentified"
"SRR10692788","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246999","0.9","2019-04-03","0.1","China","[25.27,102.41]","human gut metagenome"
"ERR3211797","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414442","0.97","2016-09-12","0.55","Denmark","NP","pig gut metagenome"
"ERR4682373","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428280","0.9","2017-11-29","0.11","Malaysia","NP","wastewater metagenome"
"ERR10789578","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417603","0.9","NP","0.12","NP","NP","unidentified"
"SRR6486889","WGS","PRJNA430401","https://www.ncbi.nlm.nih.gov/biosample/SAMN08375880","0.91","NP","0.14","USA","[39.26,-76.79]","food metagenome"
"ERR1950668","WGS","PRJEB20456","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104032360","0.91","NP","0.15","NP","NP","metagenome"
"ERR3363673","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700157","0.94","2017-11-01","0.28","United Kingdom","NP","human metagenome"
"SRR21374450","WGS","PRJNA875025","https://www.ncbi.nlm.nih.gov/biosample/SAMN30613557","0.9","2020-09-12","0.11","USA","""40 N 105.3 W""","wastewater metagenome"
"SRR14555694","WGS","PRJNA730191","https://www.ncbi.nlm.nih.gov/biosample/SAMN19222445","0.94","2019-07-27","0.3","China","[45.683333,126.633333]","soil metagenome"
"ERR3211985","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414630","1","2016-04-11","0.98","Denmark","NP","pig gut metagenome"
"SRR11351758","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384190","0.91","NP","0.14","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR15510222","WGS","PRJNA755346","https://www.ncbi.nlm.nih.gov/biosample/SAMN20821340","0.97","2020-05-21","0.57","China","[23.6,113.15]","gut metagenome"
"SRR12404953","WGS","PRJNA506137","https://www.ncbi.nlm.nih.gov/biosample/SAMN15090768","0.91","2019-05-01","0.15","South Korea","[35.049644,126.975775]","metagenome"
"SRR17243705","WGS","PRJNA788972","https://www.ncbi.nlm.nih.gov/biosample/SAMN24044232","0.9","2018-08-01","0.1","China","[34.66,123.21]","human gut metagenome"
"SRR12326541","WGS","PRJNA648659","https://www.ncbi.nlm.nih.gov/biosample/SAMN15644294","0.91","2017-05-01","0.13","Colombia","[6.2442,-75.5812]","aquatic metagenome"
"ERR1078383","WGS","PRJEB11402","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3613859","0.9","2014-03-14","0.1","Sweden","NP","metagenome"
"ERR3211712","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414357","0.99","2016-10-03","0.79","Denmark","NP","wastewater metagenome"
"ERR4682443","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428350","0.9","2017-11-28","0.11","United Arab Emirates","NP","wastewater metagenome"
"SRR23474269","WGS","PRJNA934869","https://www.ncbi.nlm.nih.gov/biosample/SAMN33310620","0.99","2022-07-28","0.79","uncalculated","""not applicable""","synthetic metagenome"
"SRR24829643","WGS","PRJNA967723","https://www.ncbi.nlm.nih.gov/biosample/SAMN34719148","1","2019-12-01","0.97","USA","[30.2672,-97.7431]","human metagenome"
"ERR7888520","WGS","PRJEB49704","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12075038","0.9","NP","0.11","NP","NP","human feces metagenome"
"ERR8529523","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936931","0.99","NP","0.77","USA","NP","synthetic metagenome"
"SRR20046989","WGS","PRJNA765331","https://www.ncbi.nlm.nih.gov/biosample/SAMN29540158","0.9","NP","0.12","USA","[29.76,-95.362]","human gut metagenome"
"SRR11351748","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384199","0.93","NP","0.22","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR9030452","WGS","PRJNA482680","https://www.ncbi.nlm.nih.gov/biosample/SAMN09710967","0.9","2014-12-15","0.11","Canada","[51.0486,-114.0708]","wastewater metagenome"
"ERR1713349","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4527617","0.91","2016-02-03","0.13","Denmark","NP","wastewater metagenome"
"SRR5963422","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501329","0.91","NP","0.15","USA","[40.44,-79.99]","human gut metagenome"
"SRR25240044","OTHER","PRJNA993297","https://www.ncbi.nlm.nih.gov/biosample/SAMN36398069","0.91","2020-09-01","0.14","China","[31.16,121.28]","metagenome"
"SRR7271177","WGS","PRJNA474776","https://www.ncbi.nlm.nih.gov/biosample/SAMN09373367","0.99","2017-08-26","0.77","USA","""not collected""","human gut metagenome"
"SRR8550865","WGS","PRJNA521455","https://www.ncbi.nlm.nih.gov/biosample/SAMN10888513","0.91","2016-02-01","0.15","Zimbabwe","[-16.914583,31.44517]","human gut metagenome"
"ERR11172805","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821439","0.9","NP","0.1","NP","NP","unidentified"
"ERR4678620","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426320","0.91","2018-12-03","0.12","South Korea","NP","wastewater metagenome"
"SRR12710963","WGS","PRJNA656389","https://www.ncbi.nlm.nih.gov/biosample/SAMN15871300","0.9","NP","0.11","uncalculated","""not applicable""","gut metagenome"
"SRR14509812","WGS","PRJNA728908","https://www.ncbi.nlm.nih.gov/biosample/SAMN19107392","0.91","2014-05-01","0.13","China","[30.53,121.48]","metagenome"
"SRR10098311","WGS","PRJNA563872","https://www.ncbi.nlm.nih.gov/biosample/SAMN12692668","0.92","NP","0.18","USA","""not collected""","bovine metagenome"
"SRR22022416","OTHER","PRJNA849983","https://www.ncbi.nlm.nih.gov/biosample/SAMN29160459","1","2019-02-07","0.98","United Kingdom","[52.6237924,1.2243845]","food metagenome"
"ERR11172839","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821674","0.91","NP","0.15","NP","NP","unidentified"
"ERR10789508","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417511","0.9","NP","0.11","NP","NP","unidentified"
"ERR3363666","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700150","0.99","2017-11-01","0.87","United Kingdom","NP","human metagenome"
"SRR21898679","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253647","0.99","NP","0.77","USA","[40.4308,-79.9598]","human gut metagenome"
"ERR6352020","WGS","PRJEB46550","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9449960","0.9","2019-09-16","0.12","Spain","NP","chicken gut metagenome"
"SRR24829655","WGS","PRJNA967723","https://www.ncbi.nlm.nih.gov/biosample/SAMN34719148","0.92","2019-12-01","0.19","USA","[30.2672,-97.7431]","human metagenome"
"SRR6037118","WGS","PRJNA404022","https://www.ncbi.nlm.nih.gov/biosample/SAMN07628413","0.96","NP","0.46","USA","[33.95,-83.38]","food metagenome"
"SRR15912147","WGS","PRJNA763789","https://www.ncbi.nlm.nih.gov/biosample/SAMN21450029","0.91","2018-09-24","0.13","China","NP","Citrobacter freundii"
"SRR22256711","WGS","PRJNA794347","https://www.ncbi.nlm.nih.gov/biosample/SAMN31582610","0.9","2020-11-01","0.12","USA","[39.134531,-76.891463]","freshwater metagenome"
"SRR11088403","WGS","PRJNA524094","https://www.ncbi.nlm.nih.gov/biosample/SAMN14069936","0.9","2018-02-28","0.12","Germany","[54.086464,13.408445]","wastewater metagenome"
"SRR5570998","WGS","PRJNA385831","https://www.ncbi.nlm.nih.gov/biosample/SAMN07135120","0.9","2015-07-14","0.1","USA","[44.0823076,-87.6579573]","wastewater metagenome"
"ERR4373926","WGS","PRJEB39128","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7049636","0.91","NP","0.12","Australia","NP","Homo sapiens"
"SRR17248016","WGS","PRJNA786578","https://www.ncbi.nlm.nih.gov/biosample/SAMN23705142","0.99","NP","0.76","Canada","[49.89,-97.13]","human gut metagenome"
"SRR5963387","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501294","0.9","NP","0.11","USA","[40.44,-79.99]","human gut metagenome"
"ERR3211775","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414420","0.99","2016-09-12","0.87","Denmark","NP","pig gut metagenome"
"SRR15633974","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967529","0.95","2020-05-12","0.33","China","[23.6,113.15]","gut metagenome"
"SRR22412885","WXS","PRJNA905570","https://www.ncbi.nlm.nih.gov/biosample/SAMN31875396","0.9","2021-04-17","0.11","China","[33.99,120.39]","soil metagenome"
"ERR3211541","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414186","0.96","2016-08-15","0.47","Denmark","NP","wastewater metagenome"
"ERR5418003","WGS","PRJEB43265","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8203624","0.91","NP","0.13","NP","NP","Gorilla gorilla gorilla"
"ERR2683150","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777407","0.91","2017-06-13","0.12","Portugal","NP","wastewater metagenome"
"SRR21898739","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253674","0.93","NP","0.24","USA","[40.4308,-79.9598]","human skin metagenome"
"ERR10687820","WGS","PRJEB58441","https://www.ncbi.nlm.nih.gov/biosample/SAMEA112254204","0.9","NP","0.11","Tanzania","NP","feces metagenome"
"ERR1971012","WGS","PRJEB14847","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104057387","1","NP","1","NP","NP","gut metagenome"
"SRR21898806","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253693","0.99","NP","0.76","USA","[40.4308,-79.9598]","human skin metagenome"
"SRR8289130","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.91","NP","0.13","USA","NP","blood metagenome"
"ERR3261131","WGS","PRJEB18687","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104550417","0.92","NP","0.19","NP","NP","gut metagenome"
"ERR11042054","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821000","0.91","NP","0.14","NP","NP","unidentified"
"ERR3503284","WGS","PRJEB13833","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5927891","0.91","2014-07-21","0.14","Kenya","NP","metagenome"
"SRR11674022","WGS","PRJNA629478","https://www.ncbi.nlm.nih.gov/biosample/SAMN14825702","0.91","2018-08-29","0.13","Denmark","[57.421265,9.975411]","activated sludge metagenome"
"ERR3485549","WGS","PRJEB31019","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5282659","0.98","NP","0.68","NP","NP","synthetic metagenome"
"SRR18788235","WGS","PRJNA827603","https://www.ncbi.nlm.nih.gov/biosample/SAMN27615156","0.9","NP","0.1","China","""not collected""","metagenome"
"SRR4426304","WGS","PRJNA347599","https://www.ncbi.nlm.nih.gov/biosample/SAMN05893370","0.91","2015-08-09","0.12","China","""not applicable""","chicken gut metagenome"
"SRR12159088","WGS","PRJNA643353","https://www.ncbi.nlm.nih.gov/biosample/SAMN15422402","0.9","NP","0.1","China","[31.23,121.47]","human gut metagenome"
"ERR11042267","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821168","0.91","NP","0.14","NP","NP","unidentified"
"ERR11042444","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820909","0.92","NP","0.16","NP","NP","unidentified"
"SRR21938403","OTHER","PRJNA841786","https://www.ncbi.nlm.nih.gov/biosample/SAMN31324816","0.9","2021-10-01","0.11","Hong Kong","[22.3,114.17]","metagenome"
"ERR4678673","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426373","0.9","2018-11-18","0.1","Denmark","NP","wastewater metagenome"
"SRR14610578","WGS","PRJNA731589","https://www.ncbi.nlm.nih.gov/biosample/SAMN19290988","0.91","NP","0.14","China","[31.19,121.45]","human gut metagenome"
"ERR8609841","OTHER","PRJEB49334","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13000036","0.92","NP","0.17","NP","NP","metagenome"
"ERR3211819","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414464","1","2016-04-11","0.97","Denmark","NP","pig gut metagenome"
"SRR13061047","WGS","PRJNA678426","https://www.ncbi.nlm.nih.gov/biosample/SAMN16796149","0.91","NP","0.13","South Korea","[37.56,126.94]","human gut metagenome"
"SRR15166605","WGS","PRJNA747032","https://www.ncbi.nlm.nih.gov/biosample/SAMN20252991","0.98","NP","0.65","USA","""not applicable""","metagenome"
"ERR1713363","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4527631","0.9","2016-02-10","0.11","Ireland","NP","wastewater metagenome"
"SRR25018373","WGS","PRJNA844538","https://www.ncbi.nlm.nih.gov/biosample/SAMN35978545","0.92","2017-10-03","0.16","Switzerland","[46.82,8.23]","metagenome"
"ERR5665025","WGS","PRJEB44119","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8514798","0.99","NP","0.77","Netherlands","NP","metagenome"
"SRR13554767","WGS","PRJNA695014","https://www.ncbi.nlm.nih.gov/biosample/SAMN17597222","0.96","NP","0.42","uncalculated","""not applicable""","synthetic metagenome"
"ERR10789795","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417408","0.92","NP","0.16","NP","NP","unidentified"
"SRR22022421","OTHER","PRJNA849983","https://www.ncbi.nlm.nih.gov/biosample/SAMN29160455","1","2019-02-07","0.98","United Kingdom","[52.6237924,1.2243845]","food metagenome"
"ERR11042204","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821763","0.92","NP","0.18","NP","NP","unidentified"
"SRR11088426","WGS","PRJNA524094","https://www.ncbi.nlm.nih.gov/biosample/SAMN14069915","0.9","2017-11-14","0.11","Germany","[54.114384,13.431106]","wastewater metagenome"
"ERR4682856","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428498","0.92","2018-06-27","0.17","United Kingdom","NP","wastewater metagenome"
"SRR15634002","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967548","0.95","2020-05-12","0.31","China","[23.6,113.15]","gut metagenome"
"SRR14295810","WGS","PRJNA716697","https://www.ncbi.nlm.nih.gov/biosample/SAMN18591693","0.9","2017-11-07","0.1","USA","""not collected""","plant metagenome"
"SRR8427742","WGS","PRJNA510445","https://www.ncbi.nlm.nih.gov/biosample/SAMN10722286","0.9","NP","0.1","NP","NP","human gut metagenome"
"ERR3503297","WGS","PRJEB13833","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5927904","0.9","2014-06-18","0.12","Kenya","NP","metagenome"
"SRR10800397","WGS","PRJNA590085","https://www.ncbi.nlm.nih.gov/biosample/SAMN13387555","0.93","2018-10-14","0.24","China","""not collected""","gut metagenome"
"SRR8506090","WGS","PRJNA514108","https://www.ncbi.nlm.nih.gov/biosample/SAMN10845108","0.9","NP","0.1","China","""31 N 121 E""","gut metagenome"
"ERR11042519","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12818189","0.9","NP","0.12","NP","NP","unidentified"
"ERR11172799","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821349","0.91","NP","0.13","NP","NP","unidentified"
"ERR3363684","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700168","0.95","2017-11-01","0.33","United Kingdom","NP","human metagenome"
"SRR20648118","WGS","PRJNA860656","https://www.ncbi.nlm.nih.gov/biosample/SAMN29967943","0.9","2020-06-15","0.11","China","""missing""","metagenome"
"ERR6002034","WGS","PRJEB45443","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8899472","0.9","2019-12-31","0.11","South Korea","NP","metagenome"
"SRR9988180","WGS","PRJNA486009","https://www.ncbi.nlm.nih.gov/biosample/SAMN12583235","0.91","2015-08-05","0.14","Ecuador","[1.08,-78.99]","human gut metagenome"
"SRR17818330","WGS","PRJNA801794","https://www.ncbi.nlm.nih.gov/biosample/SAMN03084190","0.92","2012-08-10","0.16","USA","[42.611,-70.68]","wastewater metagenome"
"ERR10789482","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417483","0.92","NP","0.19","NP","NP","unidentified"
"SRR14092189","WGS","PRJNA545312","https://www.ncbi.nlm.nih.gov/biosample/SAMN07560402","0.9","NP","0.12","USA","[40.7641,-73.9568]","human gut metagenome"
"SRR25011018","WGS","PRJNA976726","https://www.ncbi.nlm.nih.gov/biosample/SAMN35522486","0.99","2018-06-25","0.79","Bangladesh","[23.685,90.3563]","human feces metagenome"
"SRR22464975","WGS","PRJNA906507","https://www.ncbi.nlm.nih.gov/biosample/SAMN31926748","0.99","2019-06-01","0.77","USA","[30.36,-96.23]","chicken gut metagenome"
"SRR10692792","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246996","0.92","2019-03-31","0.19","China","[25.27,102.41]","human gut metagenome"
"SRR12159074","WGS","PRJNA643353","https://www.ncbi.nlm.nih.gov/biosample/SAMN15422738","0.9","NP","0.11","China","[31.23,121.47]","human gut metagenome"
"SRR13727143","WGS","PRJNA648659","https://www.ncbi.nlm.nih.gov/biosample/SAMN17928651","0.9","2017-06-01","0.11","Colombia","[6.2442,-75.5812]","aquatic metagenome"
"SRR15532682","WGS","PRJNA756367","https://www.ncbi.nlm.nih.gov/biosample/SAMN20864070","0.9","2013-10-30","0.12","USA","[41.384,-82.513]","wetland metagenome"
"SRR20814977","WGS","PRJNA862908","https://www.ncbi.nlm.nih.gov/biosample/SAMN29999652","0.98","NP","0.65","USA","[44.3148,-85.6024]","human gut metagenome"
"ERR3211492","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414137","1","2016-10-03","0.98","Denmark","NP","wastewater metagenome"
"ERR3211693","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414338","0.98","2016-10-03","0.72","Denmark","NP","wastewater metagenome"
"SRR24987809","WGS","PRJNA983517","https://www.ncbi.nlm.nih.gov/biosample/SAMN35823797","0.9","NP","0.1","Hong Kong","""not collected""","human gut metagenome"
"ERR7015398","WGS","PRJEB47975","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9993135","0.9","2020-01-20","0.11","Finland","NP","metagenome"
"SRR22243217","WGA","PRJNA898678","https://www.ncbi.nlm.nih.gov/biosample/SAMN31620524","0.9","2022-10-01","0.11","China","[23.16,113.35]","pig gut metagenome"
"ERR6170167","WGS","PRJEB45944","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8945739","0.95","NP","0.32","Netherlands","NP","human gut metagenome"
"ERR3211730","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414375","1","2016-10-03","0.97","Denmark","NP","wastewater metagenome"
